customer_id,age,job,urban_rural,marital_status,kids,disposable_income,mobiles_changed,mobile_age,own_smartphone,current_mobile_price,credit_card_type,own_house,own_cr_card,monthly_bill,call_mins,basic_plan_amount,extra_mins,roam_call_mins,call_mins_delta,bill_amount_delta,incoming_call_mins,outgoing_calls,incoming_calls,day_night_call_ratio,day_night_call_delta,calls_dropped,loyalty_months,complaint_calls,promo_calls_made,promo_offers_accepted,new_numbers_called,customer_dropped
1039348,58,professional,town,yes,TRUE,534,1,493,TRUE,0,B,FALSE,true,5773.43,657.25,4893.219999999999,0,3.45,-0.785,0.1878,175.57,31,27.67,0.691133333,-19.09926279,7,16,0,0,0,1,false
1023977,24,NA,NA,no,FALSE,712,1,626,TRUE,0,A,FALSE,true,445,0,0,0,0,0,0,0,0,0,0,7.027754198,0,21,0,0,0,0,true
1033613,54,NA,urban,no,TRUE,445,1,619,TRUE,0,D,FALSE,true,2001.61,63.25,2669.1099999999997,0,0,1.455,0.15,14.59,8.33,1,0.924090909,-0.211068209,1.33,20,0,1,0,0,true
1042024,0,NA,urban,unknown,FALSE,534,1,529,TRUE,0,B,TRUE,false,2670,383.75,2670,0,0,-1.475,0,31.99,9,0.33,0.263157895,4.358766632,1,17,0,0,0,0,false
1090148,26,NA,urban,yes,TRUE,445,1,322,TRUE,0,B,TRUE,true,445,0,445,0,0,0,0,0,0,0,0,-16.31635704,0,11,0,0,0,0,true
1023944,0,NA,urban,unknown,FALSE,0,1,689,TRUE,0,F,TRUE,false,7381.66,844,6675,31.75,0,-5.3,-0.1588,366.7,36.67,22,7.911331369,-10.3611511,6,23,0,0,0,0,true
1021906,0,NA,NA,unknown,FALSE,0,2,544,TRUE,7473.507999999999,G,TRUE,false,3386.45,342.75,2670,23,0,0.265,-0.098,79.31,80.33,22.67,0.996039842,14.7978035,3.67,28,0,0,0,0,true
1035173,26,clerical,town,no,FALSE,89,2,78,FALSE,7473.507999999999,B,FALSE,true,6844.99,1102.25,3559.11,63,0,15.135,1.1442,369.8,15,0.67,0.886959064,-19.23004328,22,22,11.67,0,0,0,true
1051390,30,NA,urban,no,FALSE,356,2,263,TRUE,7473.507999999999,B,TRUE,true,6282.51,749.75,5339.110000000001,61.5,0,-1.195,-0.3724,184.99,38.67,16.33,2.211554946,-17.95448501,38.67,13,2.67,0,0,0,true
1015292,46,artist,NA,no,FALSE,356,1,743,TRUE,0,A,FALSE,true,3147.93,222.25,3113.22,0,0,-0.925,-0.0078,56.2,20,3.33,2.906522497,-12.41199301,4.67,24,1.67,0,0,1,true
1084855,0,NA,town,unknown,FALSE,0,1,303,TRUE,0,C,TRUE,false,2669.1099999999997,158.25,3559.11,0,0,2.895,0,27.48,7.33,0,2.049680275,-20.71951814,1,10,5.33,0,0,0,true
1014287,44,NA,NA,yes,FALSE,801,2,88,TRUE,7473.507999999999,A,FALSE,true,5346.2300000000005,513.75,4449.110000000001,11.5,4.98,-2.115,-0.2016,10.91,8,0,4.272727273,7.03935052,6.67,29,0,0,0,0,false
1058919,24,NA,NA,no,FALSE,0,1,494,TRUE,0,B,TRUE,false,8141.72,1404.5,7564.11,21,0,0.07,-0.1298,250.84,63.67,9,1.972281745,17.51205958,39.33,17,0,0,0,0,true
1046453,30,student,NA,no,FALSE,356,1,424,TRUE,0,A,TRUE,true,6014.62,453.5,3121.23,94.75,0,-2.33,-0.5452,77.85,57.33,11.67,1.715901639,-2.02935523,7.33,14,4,0,0,0,false
1092339,52,NA,NA,yes,TRUE,623,1,299,TRUE,0,B,FALSE,true,3140.81,474,4894.110000000001,0.75,0,0.38,0.018,106.35,19.67,3.33,0.852428571,3.152531396,17.67,10,3,0,0,0,false
1062872,20,NA,NA,unknown,FALSE,267,1,366,TRUE,0,B,TRUE,true,9346.779999999999,1475.5,5217.179999999999,8,5.96,-6.07,-1.155,368.14,71.67,37.33,0.757415478,-9.841136594,40.33,12,11,0,0,0,false
1093618,30,artist,urban,yes,TRUE,445,1,283,TRUE,0,B,FALSE,true,4423.3,515.75,4449.110000000001,21,1.32,-2.175,-0.0968,115.52,17.67,0,1.301104048,11.5626439,8,10,0,0,0,0,false
1080443,0,NA,NA,unknown,FALSE,0,1,208,TRUE,0,E,TRUE,false,4009.45,130,4894.110000000001,0,0,-0.32,0.0186,20.25,7.33,0.33,2.42927128,8.771213979,3.67,7,0,0,0,0,true
1089884,54,retired,NA,yes,FALSE,712,1,217,TRUE,0,B,FALSE,true,4449.110000000001,81.75,6229.11,0,0,-0.035,0,35.99,3,1.33,1.080432173,1.951314383,0.67,7,0,0,0,0,true
1024208,44,NA,NA,unknown,FALSE,623,1,685,TRUE,0,A,FALSE,true,10651.52,435.75,2839.1,229.5,1.22,2.705,0.6948,203.99,33.67,5,6.52,11.29148514,4.33,23,0,0,0,0,false
1097866,0,NA,urban,unknown,FALSE,0,1,1668,FALSE,0,A,TRUE,false,323.07,9.5,0,3.5,0,0.11,0.0526,0.08,0,0,1.33,-2.979570235,0.33,55,0,0,0,0,false
1049794,26,NA,town,yes,TRUE,534,1,501,TRUE,0,B,FALSE,false,5027.610000000001,238.5,6229.11,0,0,0.47,0,3.62,7.33,2.67,3.309203723,9.367078021,0.67,17,0.33,0,0,0,true
1033269,50,NA,NA,unknown,FALSE,801,1,668,TRUE,0,B,FALSE,true,6894.83,1182,7581.91,16,0,-1.46,-0.0298,375.22,43.67,8.67,1.819218421,-4.78862948,11.67,22,0,0,0,2,false
1052358,40,professional,urban,yes,FALSE,534,1,434,TRUE,0,B,FALSE,true,3888.41,870.25,4004.11,21.75,0,1.055,0.026,309.27,45.33,40,0.492146597,-0.634247234,7.33,14,3.33,0,0,0,false
1068471,46,NA,NA,yes,TRUE,534,1,330,TRUE,0,B,FALSE,true,8144.39,1954.5,7564.11,39,0,-17.17,-0.3304,0,0,0,0,-5.423871213,0,11,0,0,0,0,true
1061102,0,NA,NA,unknown,FALSE,0,2,42,TRUE,9965.508,D,TRUE,false,6615.37,751,5339.110000000001,64.5,0,-13.68,-0.4068,351.9,52,11.67,0.858704137,-1.976116458,2.67,12,2,0,0,0,false
1091832,76,NA,rural,yes,FALSE,178,1,198,TRUE,0,C,FALSE,true,2669.1099999999997,23.25,2669.1099999999997,0,0,-0.125,0,0,0.67,0,0.734,16.13065689,0.33,7,0,0,0,0,false
1054149,34,NA,NA,yes,TRUE,178,2,236,TRUE,7473.507999999999,D,TRUE,true,3074.06,271,2669.1099999999997,0.5,0,1.08,0.074,29.84,0.33,1.67,0.394757619,-2.15306571,4.67,18,0,0,0,0,false
1036291,50,artist,NA,yes,FALSE,534,1,695,TRUE,0,B,FALSE,true,7269.52,951,6675,0,0,-4.24,-0.094,357.54,78,16.67,2.488125,-0.572380537,19,23,1,0,0,0,true
1022028,0,NA,NA,no,FALSE,801,3,192,TRUE,49837.508,B,FALSE,false,15053.46,968.25,5927.4,280.25,0,-4.445,-0.5908,171.1,45,6.33,2.059116573,-9.69579665,18.33,24,0.67,0,0,0,false
1002754,0,NA,urban,unknown,FALSE,0,7,60,TRUE,37377.508,E,TRUE,false,15809.07,2317.75,14239.11,0,3.88,-5.135,-0.0974,509.62,126,37.33,0.804705124,9.017458135,10,43,1,1,0,0,false
1005444,38,NA,NA,no,FALSE,623,3,559,TRUE,19933.507999999998,A,TRUE,true,3692.61,369,5331.99,0,0.35,-0.14,-0.03,24.83,18,0.33,1.469387755,-3.743597006,2.67,36,0.67,0,0,0,true
1032847,54,NA,unknown,yes,FALSE,712,2,251,TRUE,7473.507999999999,B,FALSE,true,5072.110000000001,926.5,5339.110000000001,17.5,0,-0.21,-0.108,207.68,27.67,3.67,1.475617978,-1.7032143,11.33,23,22,0,0,0,false
1094714,60,professional,NA,no,TRUE,89,1,262,TRUE,0,A,TRUE,true,5574.96,646.5,6229.11,8,0,3.83,0.139,194.35,6.67,0,1.0215194,1.696984425,0,9,1.33,0,0,0,false
1079385,0,NA,NA,unknown,FALSE,0,2,319,TRUE,24917.507999999994,B,TRUE,false,4594.179999999999,1177.75,4004.11,46.5,0,-7.315,-0.2856,259.11,44.33,11,0.525850278,13.26782707,16,11,1,0,0,0,true
1027568,44,professional,town,yes,TRUE,623,2,314,TRUE,7473.507999999999,B,FALSE,true,2669.1099999999997,203.75,3559.11,0,0,0.345,0,40.67,5,0,1.768658567,11.04257077,4.67,23,0,0,0,0,false
1016681,48,professional,NA,yes,FALSE,534,2,325,TRUE,7473.507999999999,A,FALSE,true,7427.94,562.5,3526.18,86.5,0,5.47,1.9184,212.28,18.33,1.67,5.443162147,11.68886648,4.67,30,0,0,0,0,true
1089749,50,NA,urban,yes,FALSE,801,3,52,TRUE,0,B,FALSE,true,5009.8099999999995,561.5,5339.110000000001,14.5,0,-2.99,-0.126,93.44,22,10,1.6759843189999999,-3.951873793,4.67,9,5,0,0,0,false
1058601,54,professional,town,yes,TRUE,801,1,435,TRUE,0,D,FALSE,true,4486.49,392,6229.11,0,0,-2.06,-0.0084,110.62,33.67,5.33,1.482870291,-0.689520163,5,15,0,0,0,0,true
1051011,0,NA,urban,unknown,FALSE,0,1,491,TRUE,0,A,TRUE,false,1179.25,1.25,890,0,0,-0.025,0,0,0.33,0,0.33,-14.93971328,0,17,0,0,0,1,false
1087550,32,NA,urban,yes,FALSE,623,1,349,TRUE,0,D,FALSE,t,10170.92,809.25,9789.109999999999,0,0,-12.065,-0.266,187.44,35,3.67,4.729622642,18.03756444,7.33,12,2,0,0,0,true
1088142,34,houeswife,urban,yes,TRUE,801,1,281,TRUE,0,A,FALSE,true,2237.46,87,2001.61,24.75,0,-0.2,-0.419,23.76,14.33,0.67,1.512212142,-3.602774028,1.67,10,0.33,0,0,0,true
1037351,40,NA,NA,no,TRUE,178,3,204,TRUE,24917.507999999994,E,FALSE,true,3738.89,422.75,4449.110000000001,17.75,0.49,-1.015,-0.1404,87.94,31.67,21.67,1.243826596,-4.175252873,7,17,0,0,0,0,false
1025964,52,NA,town,no,TRUE,534,4,318,TRUE,24917.507999999994,B,FALSE,true,4849.610000000001,275.75,2669.1099999999997,33.25,0,-0.955,-0.2158,49.62,15,1,4.884318766,-7.117010238,9,22,0,0,0,0,false
1022477,46,professional,town,no,TRUE,534,2,703,TRUE,7473.507999999999,B,FALSE,true,4069.97,476,3113.22,17.25,0,0.86,0.185,0,0,0,0,2.993861588,0,25,0,0,0,1,true
1024919,0,NA,NA,unknown,FALSE,0,2,210,TRUE,7473.507999999999,C,TRUE,false,4913.6900000000005,313.25,2669.1099999999997,41.25,3.68,-0.865,-0.1412,94.4,12,8.67,2.999558888,2.210905918,4,26,0.33,0,0,0,false
1013604,38,NA,urban,yes,TRUE,534,3,3,TRUE,2489.508,A,FALSE,true,4248.860000000001,908.75,4004.11,25.5,0,3.445,-0.0824,112.94,45.33,9.67,0.712419853,3.04359757,16.67,25,3.33,0,0,0,false
1007079,46,NA,urban,yes,FALSE,534,3,129,TRUE,37377.508,D,FALSE,true,11222.9,1421.5,7564.11,72.25,5.27,4.69,1.5078,384,17,1.33,3.565540446,18.10505443,17,33,0,0,0,0,false
1010849,50,NA,urban,unknown,TRUE,623,7,31,TRUE,7473.507999999999,A,FALSE,true,5425.4400000000005,1355.75,7564.11,1,0,6.725,0.5392,288.14,68.33,28.33,0.994411765,2.372812094,22,34,0.67,0,0,3,false
1041637,30,NA,NA,unknown,FALSE,0,2,577,TRUE,7473.507999999999,D,TRUE,false,4760.610000000001,312,4449.110000000001,0,0,-1.64,-0.005,46.09,2.67,1.67,1.529661966,-6.100084762,18.33,20,0,0,0,1,false
1094853,42,NA,urban,no,TRUE,534,1,198,TRUE,0,A,FALSE,false,21789.870000000003,1184,2953.02,453.5,0,-5.08,0.4104,326.11,38,1.33,1.645677079,-13.26426797,13.33,7,0,0,0,0,true
1060149,0,NA,NA,unknown,FALSE,0,1,489,TRUE,0,A,TRUE,false,7273.08,639.25,8009.11,0,0,-5.445,-0.0346,138.85,77.33,33.33,1.426718547,9.364443005,13.67,17,0,0,0,0,true
1032693,54,NA,NA,yes,TRUE,801,1,733,FALSE,0,B,FALSE,true,6461.4,366.25,6229.11,0,2.12,-3.165,0.117,142.92,15.33,1.33,16.70875,-8.758010071,7.67,25,0,0,0,0,true
1026202,0,NA,NA,unknown,FALSE,0,2,420,TRUE,7473.507999999999,E,TRUE,false,4677.84,349,6229.11,0.25,0,1.58,0.008,85.39,13.67,1,3.45406743,-12.21828569,6.33,22,1.67,0,0,0,false
1076626,28,NA,NA,unknown,FALSE,0,3,268,TRUE,7473.507999999999,E,TRUE,false,3392.68,285.25,4004.11,6.75,0,-0.285,-0.0272,91.86,5.67,0,1.363636364,-12.00644815,1,13,0.67,0,0,0,false
1042712,58,NA,NA,no,TRUE,534,1,460,TRUE,0,E,FALSE,true,2960.14,267.5,1292.28,40,0,-5.35,-0.6652,15.33,9,0,1.3665,-3.590747776,4.67,15,0.67,0,0,0,false
1081104,28,NA,urban,no,FALSE,267,1,314,TRUE,0,E,TRUE,true,3719.31,119.75,420.08,0,0,-2.395,2.1642,24.71,2.67,0.67,0.330032042,2.217346577,2.33,11,0.33,0,0,0,false
1016012,38,NA,urban,unknown,FALSE,623,1,837,FALSE,0,C,FALSE,true,3664.13,292.25,3113.22,49.75,0,-2.305,-0.2986,62.45,5,0,1.716082833,11.13290119,16,28,0,0,0,0,true
1072124,0,NA,NA,unknown,FALSE,0,2,211,TRUE,32393.507999999998,C,TRUE,false,6985.61,355.25,7564.11,0,0.35,-4.885,0.0368,27.84,12,0,3.709550118,-4.239004564,1.67,8,0,0,0,0,false
1019706,56,NA,urban,no,FALSE,801,1,792,TRUE,0,B,FALSE,true,1779.11,0,1779.11,0,0,0,0,0,0,0,0,-6.036730575,0,27,0,0,0,0,true
1052516,58,NA,NA,no,FALSE,89,1,371,TRUE,0,E,FALSE,true,4853.17,278.25,5339.110000000001,0.25,0,-1.865,-0.018,87,8.33,5,1.24871755,-17.3527715,2.67,12,0.67,0,0,0,false
1093413,50,professional,rural,yes,TRUE,356,1,286,TRUE,0,C,FALSE,true,5253.67,662.25,6229.11,0,4.79,6.935,-0.0334,153.7,12.33,2.33,2.915097351,-1.110483237,2.33,10,0,0,0,0,false
1061749,38,NA,urban,no,TRUE,445,1,310,TRUE,0,D,FALSE,true,2711.83,438.25,3559.11,1.5,0.1,-1.285,-0.0096,139.24,29.67,2.33,0.702553878,3.090327806,7.67,10,2,0,0,0,false
1017699,42,NA,NA,no,FALSE,356,6,54,TRUE,19933.507999999998,C,TRUE,true,10451.27,1255,7564.11,138.25,0.1,0.58,-0.3242,604.69,59,24.33,4.237211538,-16.41157502,8.67,23,1.33,0,0,0,false
1099776,0,NA,town,yes,FALSE,356,5,252,TRUE,19933.507999999998,C,FALSE,false,7820.43,830.5,5339.110000000001,126.25,0,5.75,1.3126,426.34,54.67,40,3.165838395,17.23891219,4,35,0,0,0,0,true
1029099,48,own_business,urban,yes,TRUE,534,2,115,TRUE,37377.508,B,FALSE,true,5228.75,274.75,4450,0,0,1.785,-0.175,63.47,2.33,3,1.037979491,-13.20249703,0.33,21,0.33,0,0,0,false
1016136,0,NA,NA,unknown,FALSE,0,1,789,FALSE,0,B,TRUE,false,3559.11,58.25,3559.11,0,0,-0.345,0,4.52,5.33,0,3.285714286,-5.877254371,3.33,26,0,0,0,0,true
1057360,30,professional,urban,yes,FALSE,445,2,208,TRUE,2489.508,B,FALSE,no,720.01,32.25,430.76,0,0,-0.245,0.1032,0,0.33,0,0.884659746,-4.004882293,0.33,15,0,0,0,0,false
1040022,30,NA,urban,no,FALSE,89,1,548,TRUE,0,C,FALSE,true,3042.02,53.25,2670,0,0.2,-0.405,-0.0238,0,1.67,0,0.750267953,-1.959317436,1,18,0,0,0,0,false
1026189,46,professional,NA,yes,TRUE,623,2,61,TRUE,7473.507999999999,C,FALSE,true,4848.719999999999,491.25,4004.11,83.25,0,-1.005,-0.338,18.3,12.67,2,1.22989116,10.09824349,11.67,22,3.67,0,0,0,true
1085156,58,professional,urban,yes,FALSE,801,1,362,TRUE,0,B,FALSE,true,4069.97,219.25,4894.110000000001,0,0,1.015,0.0248,30.01,5.33,2.33,2.054339011,-7.519337243,2,12,0,0,0,0,true
1005241,42,NA,town,yes,TRUE,801,1,1151,FALSE,0,A,FALSE,true,3781.61,130.5,3781.61,0,0,-0.19,0,14.92,2,5,2.604577743,0.585986826,3.67,38,0,0,0,0,true
1035208,22,NA,NA,no,FALSE,89,2,38,TRUE,32393.507999999998,C,TRUE,yes,6671.44,468,3559.11,49.75,0,6.42,0.758,108.26,26.67,0,1.381394345,-10.3644927,9,24,6.33,0,0,0,false
1089276,0,NA,NA,unknown,FALSE,0,2,78,TRUE,19933.507999999998,A,TRUE,false,2370.96,67,2095.06,0,0,-1.3,-0.449,3.94,3.67,0,3.05643739,-21.92084296,1.33,9,0,0,0,0,true
1088616,0,NA,urban,unknown,FALSE,0,2,206,TRUE,32393.507999999998,B,TRUE,yes,3193.32,295,4004.11,0.25,0,-0.48,-0.0176,78.21,26.67,17,1.229827586,-10.09730424,7,8,0,0,0,0,false
1062656,32,NA,NA,unknown,FALSE,712,1,366,TRUE,0,C,FALSE,true,2669.1099999999997,77.25,3559.11,0,0,2.315,0,19.14,0.67,0,1.792140641,-11.37375611,2.67,12,0,0,0,0,false
1075958,44,professional,town,no,TRUE,356,2,156,TRUE,37377.508,E,FALSE,true,5371.1500000000005,551.75,4004.11,53.75,2.29,0.985,0.1748,33.4,11.33,3.33,1.292688491,-0.483588201,15,7,4.33,0,0,0,true
1073959,46,NA,urban,unknown,TRUE,801,1,234,TRUE,0,B,FALSE,true,4038.82,38.5,5116.610000000001,0,0,-0.55,-0.9076,0,0.67,0,1.165,-21.43792139,3,8,0.67,0,0,0,true
1080773,0,NA,NA,unknown,FALSE,0,1,315,TRUE,0,F,TRUE,false,2106.63,318.5,890,36,0.39,1.43,0.1066,78.98,32,9,0.664079694,6.499199658,7,11,0.67,0,0,0,false
1009774,56,professional,town,yes,FALSE,534,3,438,TRUE,2489.508,C,FALSE,true,3806.53,451.75,3530.63,0,0.16,-4.755,-0.2358,96.39,11.67,0.33,2.264907842,7.100632636,3,29,0.33,0,0,0,true
1078254,34,professional,NA,no,FALSE,534,1,215,TRUE,0,C,FALSE,true,6893.05,367.5,6896.61,56.5,0,3.61,0.3888,29.28,29,4.33,1.666578947,16.35686471,10,7,0,0,0,0,false
1060082,50,clerical,NA,no,FALSE,445,2,397,TRUE,32393.507999999998,B,FALSE,true,4906.570000000001,647,5339.110000000001,14,0.2,-1.6,-0.0632,179.51,58.67,32.67,1.53228923,11.64262133,18,15,0,0,0,0,true
1067721,40,professional,urban,yes,TRUE,534,1,273,TRUE,0,E,FALSE,true,4736.58,269.75,2669.1099999999997,33,0,-1.755,-0.306,10.68,1,0.67,5.808325266,-13.73487675,0.67,9,0.33,0,0,3,true
1083646,0,NA,NA,unknown,FALSE,0,2,191,TRUE,32393.507999999998,E,TRUE,false,5936.3,1270.25,6229.11,26.75,5.12,0.835,0.746,420.38,60,6.67,0.753343653,4.051409736,42,7,9.67,0,0,0,false
1016897,26,NA,urban,no,FALSE,623,4,153,TRUE,14949.508,A,FALSE,true,4558.58,411.25,4004.11,44.25,0,4.555,0.9062,74.21,60.67,10.33,0.827349398,11.6903119,4,26,0,0,0,0,false
1058250,0,NA,NA,unknown,FALSE,0,1,329,TRUE,0,B,TRUE,false,2179.6099999999997,336.75,890,35.5,0,2.625,0.6472,81.84,5,5.33,4.1641151259999996,-9.111426758,3.67,11,0.33,0,0,0,true
1058921,0,NA,NA,unknown,FALSE,0,1,494,TRUE,0,F,TRUE,false,7223.24,621,5339.110000000001,103.25,0.2,5.8,1.1946,130.73,52.67,6.33,9.892525914,-9.807356759,5.67,17,0,0,0,0,false
1022785,0,NA,NA,unknown,FALSE,0,3,110,TRUE,7473.507999999999,C,TRUE,false,4897.67,785.75,4004.11,55.75,0.1,-0.255,-0.0232,327.3,83,27.67,0.621417475,-1.078992963,10,21,0.67,1,1,0,true
1097675,52,retired,NA,yes,TRUE,801,2,489,TRUE,7473.507999999999,C,FALSE,true,4231.0599999999995,237.25,2669.1099999999997,48,0.47,0.295,0.1276,14.55,14.33,0.67,4.298421053,-1.812487339,9.67,29,2.67,0,0,0,true
1082939,0,NA,NA,unknown,FALSE,534,1,309,TRUE,0,B,TRUE,false,6859.23,347.5,4894.110000000001,87.25,0.8,0.67,-0.6416,34,8.33,0.33,1.494896381,22.69920225,11.33,11,0,0,0,0,true
1067996,60,NA,town,unknown,FALSE,0,3,78,TRUE,14949.508,D,TRUE,false,6259.37,823.5,3551.99,27.25,0.58,9.17,-0.1428,109.03,23.33,0.33,0.882352941,-9.632068711,38,13,3,0,0,0,true
1094438,28,NA,NA,no,FALSE,267,1,207,TRUE,0,B,FALSE,false,5617.679999999999,401.25,2669.1099999999997,81,0.48,5.635,1.9216,42.4,15.33,1,1.036288859,-0.692177062,14.33,7,0.33,0,0,3,true
1096807,38,NA,town,yes,TRUE,623,1,201,TRUE,0,B,FALSE,true,7133.35,612.25,7564.11,0,0,-0.945,-0.0232,174.95,24.67,7,2.69938829,-12.7221908,6.33,7,3.33,0,0,0,false
1068804,0,NA,NA,unknown,FALSE,0,2,299,TRUE,24917.507999999994,B,TRUE,false,5997.71,322.75,5339.110000000001,22.75,0,2.705,0.0228,57.87,10,1,0.862954592,-7.756250627,3,15,0,0,0,0,false
1086102,48,professional,urban,yes,TRUE,623,1,188,TRUE,0,B,FALSE,true,3150.6,929.5,4004.11,0,0.1,2.35,-0.0082,277.36,68.33,30.33,0.555912505,9.027662229,32.33,6,0,0,0,0,false
1047715,40,NA,urban,yes,FALSE,534,1,411,FALSE,0,E,FALSE,true,2400.33,136.25,2368.29,0,0.1,-0.285,0.0682,19.14,4,2.67,1.774653168,10.40333361,1,14,2.67,0,0,0,false
1059424,0,NA,NA,unknown,FALSE,0,3,309,TRUE,14949.508,C,TRUE,false,5446.8,896.5,5339.110000000001,36.5,0.26,2.89,0.0218,246.83,29,25.33,0.794616071,-13.59292433,13,13,4.67,0,0,0,true
1072731,34,retired,NA,no,FALSE,178,1,349,TRUE,0,B,FALSE,true,4449.110000000001,616.75,5339.110000000001,0,0,0.645,0,0,0,0,0,4.793153649,0,12,0,0,0,0,true
1021508,0,NA,NA,no,FALSE,0,6,356,TRUE,24917.507999999994,B,FALSE,false,4692.08,1404.5,8543.109999999999,0,0,-7.23,-0.0796,300.95,120.67,37.67,0.262043063,11.4588471,32,28,0.33,0,0,0,true
1096489,0,NA,urban,unknown,FALSE,0,2,-3,TRUE,37377.508,D,TRUE,false,5712.91,490.5,3333.05,69.75,0.87,-1.61,-0.1286,63.05,20.33,9,1.39038422,12.33344359,2.33,7,0,0,0,0,false
1082643,28,NA,urban,unknown,FALSE,356,1,310,TRUE,0,C,FALSE,true,2731.4100000000003,143.25,2669.1099999999997,0,0,0.275,0.022,30.71,7.33,1,1.64508488,11.23961925,4.67,11,3.67,0,0,0,true
